C=CC(=O)OCc1ccccc1,279
C=CC(=O)OC(C)CC,250
C=CC(=O)Oc1ccccc1C(C)(C)C,345
C=CC(=O)Oc1ccc(C(C)(C)C)cc1,344
C=CC(=O)Oc1ccc(Cl)cc1,331
C=CC(=O)Oc1ccc(C#N)cc1,317
C=CC(=O)OCCC#N,277
C=CC(=O)OCCCCCCC#N,358
C=CC(=O)OC(C)C#N,339
C=CC(=O)OCC(C)C(C)CC,258
C=C(C)C(=O)OCCCCCCCCCCCC,270
C=CC(=O)Oc1ccccc1C(=O)OCC,303
C=CC(=O)Oc1cccc(C(=O)OCC)c1,297
C=CC(=O)OCC,249
C=CC(=O)OF,288
C=CC(=O)OCC(F)(F)C(F)(F)C(=O)C(F)(F)F,218
C=CC(=O)OC(F)(C(F)(F)F)C(F)(F)F,283
C=CC(=O)OC(C)CCCCC,235
C=CC(=O)OCCCCCC,308
C=CC(=O)OCCCCCC,216
C=CC(=O)OCC(C)OC,217
C=CC(=O)Oc1cccc(C(=O)OC)c1,311
C=CC(=O)Oc1ccc(C(=O)OC)cc1,340
C=CC(=O)Oc1ccc(OC)cc1,324
C=CC(=O)Oc1ccc(CCCOC)cc1,198
C=CC(=O)OCC(C)CC,241
C=CC(=O)OCCC(C)C,228
C=CC(=O)OCC(C)CCC,235
C=CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,236
C=CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,238
C=CC(=O)OC(CC)CC,267
C=C(C)C(=O)OCCc1ccccc1,270
C=CC(=O)OCCC,236
C=CC(=O)OCCCCCCCCCCCCCC,297
C=CC(=O)OCCC(=O)C(F)(F)C(F)F,251
C=CC(=O)Oc1cccc(C)c1,298
C=CC(=O)Oc1ccccc1C,325
C=CC(=O)OCC(F)(F)F,263
C=CC(=O)OCCC(=O)CC(F)(F)F,235
C=CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,234
C=CC(=O)Oc1ccc(C(=O)OCCCC)cc1,286
C=CC(=O)OCCCC#N,233
C=CC(=O)OCCC(=O)CC#N,250
C=CC(=O)Oc1cccc(N(C)C)c1,320
C=CC(=O)Oc1ccc(C(=O)OCC)cc1,310
C=CC(=O)OCC(CC)CC,223
C=CC(=O)OCCC(=O)CC(F)(F)C(F)(F)C(F)(F)F,228
C=CC(=O)OCCCCCCC,213
C=CC(=O)OCC(F)(F)C(F)C(F)(F)F,251
C=CC(=O)Oc1ccccc1C(=O)OC,319
C=C(C)C(=O)OCOCC,223
C=CC(=O)OCCCCCCCCC,215
C=CC(=O)OCCCCC,216
C=C(C)C(=O)Oc1ccccc1,330
C=CC(=O)OCCC(=O)CCC(=O)C(F)(F)C(F)F,233
C=CC(=O)Oc1ccc(C)cc1,316
C=CC(=O)OCC(C#N)CCCCC,389
C=Cc1ccc(C(=O)c2ccccc2)cc1,371
C=Cc1ccccc1C(=O)OCCCC,339
C=Cc1cc(C(C)(C)C)ccc1C,360
C=Cc1ccc(C(C)CCC)cc1,359
C=Cc1ccc(C(=O)CCC)cc1,347
C=Cc1ccc(C(=O)N(CC)CC)cc1,375
C=Cc1ccccc1CCOC,347
C=Cc1ccc(C(=O)CCCCC)cc1,339
C=Cc1ccccc1C(=O)OCCCCCC,318
C=Cc1ccc(C(=O)OCCCCCC)cc1,339
C=Cc1ccc(COCC(O)CC)cc1,319
C=Cc1ccc(/C(Cc2ccccc2)=N/O)cc1,384
C=Cc1ccc(C(=O)OCC(C)C)cc1,363
C=Cc1ccccc1COCC(C)(C)C,351
C=Cc1ccccc1COC(C)C,361
C=Cc1ccc(COC)cc1,350
C=Cc1ccc(C(=O)CCCCCCC)cc1,323
C=Cc1ccc(C(=O)Cc2ccccc2)cc1,351
C=Cc1ccc(C(=O)OCCC)cc1,365
C=Cc1ccc(OCCC)cc1,343
C=Cc1ccc(-c2ccc(C)cc2)cc1,372
C=Cc1ccc(C(=O)CCCC)cc1,343
C=Cc1ccc(C(C)(O)CCCCC)cc1,364
C=Cc1ccc(OC)cc1C,358
C=Cc1ccc(Oc2ccccc2)cc1,373
C=CC(=O)Oc1ccc(-c2ccccc2)cc1,383
C=CC(=O)OCCCC,219
C=CC(=O)OC(C)CC,250
C=CC(=O)Oc1ccccc1C(C)(C)C,345
C=CC(=O)Oc1ccc(C(C)(C)C)cc1,344
C=CC(=O)Oc1ccc(C#N)cc1,317
C=CC(=O)OCC(C)C#N,324
C=CC(=O)OCCC#N,277
C=CC(=O)OC(C)C#N,339
C=C(C)C(=O)OCCCCCCCCCCCC,270
C=CC(=O)Oc1ccccc1C(=O)OCC,303
C=CC(=O)Oc1cccc(C(=O)OCC)c1,297
C=CC(=O)OCCCOCC,218
C=CC(=O)OCC,249
C=CC(=O)OF,288
C=CC(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,243
C=CC(=O)OCC(F)(F)C(F)(F)C(=O)C(F)(F)F,218
C=CC(=O)OC(C)CCCCC,235
C=CC(=O)OCCCCCC,308
C=CC(=O)OCCCCCC,216
C=CC(=O)OCC(C)C,249
C=CC(=O)OCC(C)OC,217
C=CC(=O)Oc1cccc(C(=O)OC)c1,311
C=CC(=O)Oc1ccc(OC)cc1,324
C=CC(=O)Oc1ccc(CCCOC)cc1,198
C=CC(=O)OCC(C)CC,241
C=CC(=O)OCC(C)CCC,235
C=CC(=O)OCC(F)(F)C(F)(F)C(=O)C(F)(F)C(F)(F)F,224
C=CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,236
C=CC(=O)OCC(F)(F)C(F)(F)F,247
C=CC(=O)OC(CC)CC,267
C=CC(=O)OCCC,236
C=CC(=O)OCCCCCCCCCCCCCC,297
C=CC(=O)OCCC(=O)C(F)(F)C(F)F,251
C=CC(=O)Oc1cccc(C)c1,298
C=CC(=O)Oc1ccccc1C,325
C=CC(=O)OCC(F)(F)F,263
C=CC(=O)OCCC(=O)CC(F)(F)F,235
C=CC(=O)OCC(F)(F)C(F)(F)C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,205
C=CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,234
C=CC(=O)Oc1ccc(C(=O)OCCCC)cc1,286
C=CC(=O)Oc1ccc(Cl)cc1Cl,333
C=CC(=O)OCCCC#N,233
C=CC(=O)OCCC(=O)CC#N,250
C=CC(=O)Oc1cccc(N(C)C)c1,320
C=CC(=O)OCCOCC,223
C=CC(=O)OCC(CC)CC,223
C=CC(=O)OCCC(=O)CC(F)(F)C(F)(F)C(F)(F)F,228
C=CC(=O)OCCCCCCC,213
C=CC(=O)OCC(F)(F)C(F)C(F)(F)F,251
C=CC(=O)OC(C)C,270
C=CC(=O)Oc1ccccc1C(=O)OC,319
C=CC(=O)OCCCCCCCCC,215
C=C(C)C(=O)Oc1ccccc1,330
C=CC(=O)OCCC(=O)CCC(=O)C(F)(F)C(F)F,233
C=CC(=O)Oc1ccc(C)cc1,316
C=CC(=O)OCC(C#N)CCCCC,389
C=Cc1ccc(C(=O)c2ccccc2)cc1,371
C=Cc1ccccc1C(=O)OCCCC,339
C=Cc1ccc(C(=O)OCCCC)cc1,349
C=Cc1cc(C(C)(C)C)ccc1C,360
C=Cc1ccc(C(C)CCC)cc1,359
C=Cc1ccc(C(=O)CCC)cc1,347
C=Cc1ccc(C(=O)N(CC)CC)cc1,375
C=Cc1ccc(C(=O)OCC)cc1,367
C=Cc1ccccc1CCOC,347
C=Cc1ccccc1C(=O)OCCCCCC,318
C=Cc1ccc(C(=O)OCCCCCC)cc1,339
C=Cc1ccc(COCC(O)CC)cc1,319
C=Cc1ccc(/C(Cc2ccccc2)=N/O)cc1,384
C=Cc1ccc(C(=O)OCC(C)C)cc1,363
C=Cc1ccccc1C(=O)OCC(C)(C)C,341
C=Cc1ccccc1COCC(C)(C)C,351
C=Cc1ccc(C(=O)OC(C)C)cc1,368
C=Cc1ccccc1COC(C)C,361
C=Cc1ccc(C(=O)CCCCCCC)cc1,323
C=Cc1ccc(C(=O)Cc2ccccc2)cc1,351
C=Cc1ccc(C(=O)OCCC)cc1,365
C=Cc1ccc(OCCC)cc1,343
C=Cc1ccc(-c2ccc(C)cc2)cc1,372
C=Cc1ccc(Cc2ccc(OC)cc2)cc1,376
C=Cc1ccc(C(C)(O)CCCCC)cc1,364
C=Cc1ccc(OC)cc1C,358
C=Cc1ccccc1OC,348
C=Cc1ccc(Oc2ccccc2)cc1,373
C=Cc1ccccc1,373
C=Cc1ccc(F)cc1,376
C=Cc1cc(F)ccc1F,374
C=Cc1ccc(Cl)cc1,398
C=CC(=O)O,374
C=CC(=O)OCC(F)(F)C(F)F,249
C=CC(=O)OC(C)(C)C,311
C=CC(=O)OCCCCCCCCCCCCCCCCCCCCCCCCCC,311
C=CC(=O)OCCCCCCCC,208
C=CC(=O)OCC(CC)CCCC,221
C=CC(=O)OC1CCCCC1,289
C=CC(=O)OCC#N,296
C=C(Cl)C(=O)OCC,366
C=C(Cl)C(=O)OCCCC,330
C=CC(=O)NC(C)(C)C,401
C=CC(=O)NCCCCCCCC,220
C=CC(=O)NC(C)C,403
C=CC(=N)O,438
C=CC#N,383
C=C(C)C#N,388
C=C(C#N)C(=O)OCCCC,374
C=C(C#N)C(=O)OCCCCCC,359
C=C(F)F,242
FC(F)=C(F)Cl,360
O=C(O)c1ccc(C(=O)O)cc1.OCCCO,327
O=C(O)CCC(=O)O.OCCCO,232
O=C(O)CCCCC(=O)O.OCCCO,215
CC(O)C(=O)O,332
CC1CC(=O)O1,276
O=C(O)CCC(=O)O.OCCCCCCO,220
O=C(O)CCCCCCCCC(=O)O.OCCCCCCO,213
O=C1COC(=O)CO1,312
O=C(O)c1ccc(C(=O)O)cc1.OCCO,344
O=C(O)c1ccccc1C(=O)O.OCCO,297
O=C(O)c1cccc(C(=O)O)c1.OCCO,324
O=C(O)c1ccc(C(=O)O)cc1.OCC1CCC(CO)CC1,364
O=C1CCCCCO1,208
O=C(O)CCC(=O)O.OCCO,267
O=C(O)CCCCCCCCC(=O)O.OCCO,244
O=C(O)c1ccc(C(=O)O)cc1.OCCCCO,313
O=C(O)CCCCCCCCC(=O)O.OCCCCO,214
O=C(O)c1cccc(C(=O)O)c1.OCCCCO,297
O=C(O)CCCCC(=O)O.OCCCCO,202
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1.O=C(O)c1cccc(C(=O)O)c1,462
ClCC1(CCl)COC1,272
C1COC1,197
C1CCOC1,189
CC1CO1,200
C1COCO1,209
CCCCCCOCC1CO1,189
C1CCCOCC1,204
C1CO1,225
ClCC1CO1,252
CCCCOCC1CO1,194
C=O,211
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1.O=S(=O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,459
O=S(=O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1.Oc1ccc(-c2ccc(O)cc2)cc1,482
O=S(=O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1.O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1,489
O=S(=O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1.Oc1ccc(O)cc1,479
C=CC.[C-]#[O+],312
O=C(Cl)c1ccc(C(=O)Cl)cc1.c1ccc(Oc2ccccc2)cc1,437
C=CC=C,268
C=CC=CCC,197
C=CC=CC,204
C1=CCCC1,178
NCCCCCCCCCN.O=C(Cl)c1ccc(C(=O)Cl)cc1,394
Nc1cccc(N)c1.O=C(Cl)c1cccc(C(=O)Cl)c1,537
Nc1ccc(N)cc1.O=C(Cl)c1ccc(C(=O)Cl)cc1,600
NCCCCCCCCCCN.O=C(O)CCCCCCCCC(=O)O,323
NCCCCCCN.O=C(O)CCCCCCCCCCC(=O)O,319
NCCCCCCN.O=C(O)CCCCCCCCC(=O)O,323
NCCCCCCN.O=C(O)CCCCCCCC(=O)O,332
NCCCCCCN.O=C(O)CCCCC(=O)O,324
NCCCCCCCCCCCC(=O)O,313
NCCCCCCCCCC(=O)O,315
O=C1CCCCCN1,324
O=C1CCN1,384
COCC1CO1,211
C=C.[C-]#[O+],291
C=Cc1ccc(CCOC)cc1,359
C=CC(=O)Oc1ccc(-c2ccccc2)cc1,383
C=CC(=O)OCCCOCC,218
C=CC(=O)OCC(C)C,249
C=CC(=O)OCC(F)(F)C(F)(F)C(=O)C(F)(F)C(F)(F)F,224
C=CC(=O)OCC(F)(F)C(F)(F)C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,205
C=CC(=O)Oc1ccc(Cl)cc1Cl,333
C=CC(=O)OC(C)C,270
C=Cc1ccc(CCOC)cc1,359
C=Cc1ccc(C(=O)OC(C)C)cc1,368
C=Cc1ccc(Cc2ccc(OC)cc2)cc1,376
C=CC(=O)OCc1ccccc1,279
C=CC(=O)OCC(C)C(C)CC,258
C=CC(=O)OCCC(C)C,228
C=C(C)C(=O)OCCc1ccccc1,270
C=CC(=O)Oc1ccc(C(=O)OCC)cc1,310
C=Cc1ccc(COC)cc1,350
C=Cc1ccc(Br)cc1,411
C=CC(=O)NC(C)CC,390
C=C(C#N)C(=O)OCCCCCCCC,322
O=C(O)c1ccc2cc(C(=O)O)ccc2c1.OCCO,392
O=C(O)CCC(=O)O.OCCCCO,237
C=CC(=O)OC(F)(C(F)(F)F)C(F)(F)F,283
C=C(Cl)C(=O)OCCC,344
c1c(COC(=O)C=C)cccc1,279
O(C(C)CC)C(=O)C=C,250
O=C(C=C)Oc1ccccc1C(C)(C)C,345
O=C(C=C)Oc1ccc(C(C)(C)C)cc1,344
c1(OC(C=C)=O)ccc(Cl)cc1,331
c1cc(OC(=O)C=C)ccc1C#N,317
C(=C)C(OCCC#N)=O,277
O=C(OCCCCCCC#N)C=C,358
C(#N)C(OC(C=C)=O)C,339
CC(COC(=O)C=C)C(C)CC,258
C(CCCC)CCCCCCCOC(=O)C(=C)C,270
c1c(OC(C=C)=O)c(C(OCC)=O)ccc1,303
C(=C)C(=O)Oc1cccc(C(=O)OCC)c1,297
C(=O)(OCC)C=C,249
FOC(C=C)=O,288
O=C(C(F)(F)F)C(F)(F)C(F)(COC(C=C)=O)F,218
FC(F)(C(F)(OC(C=C)=O)C(F)(F)F)F,283
C(CC)CCC(OC(C=C)=O)C,235
C(OC(C=C)=O)CCCCC,308
C(C(OCCCCCC)=O)=C,216
O(C(COC(=O)C=C)C)C,217
c1ccc(C(=O)OC)cc1OC(C=C)=O,311
c1c(C(=O)OC)ccc(OC(=O)C=C)c1,340
O=C(C=C)Oc1ccc(OC)cc1,324
c1c(CCCOC)ccc(OC(=O)C=C)c1,198
O=C(OCC(CC)C)C=C,241
CC(CCOC(=O)C=C)C,228
C=CC(=O)OCC(C)CCC,235
FC(C(F)(F)C(F)(C(F)(F)F)F)(COC(C=C)=O)F,236
FC(F)C(F)(F)C(F)(F)C(F)(COC(C=C)=O)F,238
C(C(CC)OC(=O)C=C)C,267
O(C(C(=C)C)=O)CCc1ccccc1,270
O=C(C=C)OCCC,236
C(OC(C=C)=O)CCCCCCCCCCCCC,297
O=C(C=C)OCCC(C(F)(F)C(F)F)=O,251
c1ccc(C)cc1OC(C=C)=O,298
c1(C)c(OC(C=C)=O)cccc1,325
C(C=C)(OCC(F)(F)F)=O,263
FC(CC(=O)CCOC(=O)C=C)(F)F,235
C=CC(OCC(F)(C(F)(C(F)(C(F)(C(F)(F)F)F)F)F)F)=O,234
O=C(Oc1ccc(C(=O)OCCCC)cc1)C=C,286
C(C#N)CCOC(C=C)=O,233
C(C#N)C(CCOC(C=C)=O)=O,250
O(c1cccc(N(C)C)c1)C(C=C)=O,320
c1(C(OCC)=O)ccc(OC(=O)C=C)cc1,310
C(C(OCC(CC)CC)=O)=C,223
C(CC(C(C(F)(F)F)(F)F)(F)F)(CCOC(=O)C=C)=O,228
CCCCCCCOC(=O)C=C,213
FC(F)(C(F)C(F)(COC(=O)C=C)F)F,251
O(c1c(C(=O)OC)cccc1)C(=O)C=C,319
O(CC)COC(=O)C(C)=C,223
C(CCCOC(C=C)=O)CCCCC,215
C(C)CCCOC(=O)C=C,216
c1(OC(C(=C)C)=O)ccccc1,330
C(CCC(=O)CCOC(C=C)=O)(=O)C(C(F)F)(F)F,233
Cc1ccc(OC(C=C)=O)cc1,316
C(CCC)CC(C#N)COC(C=C)=O,389
C(c1ccccc1)(c1ccc(C=C)cc1)=O,371
c1(C(=O)OCCCC)ccccc1C=C,339
CC(C)(c1cc(C=C)c(C)cc1)C,360
c1cc(C(C)CCC)ccc1C=C,359
c1c(C(=O)CCC)ccc(C=C)c1,347
O=C(N(CC)CC)c1ccc(C=C)cc1,375
c1cc(C=C)c(CCOC)cc1,347
c1(C=C)ccc(C(=O)CCCCC)cc1,339
c1cc(C(OCCCCCC)=O)c(C=C)cc1,318
c1(C=C)ccc(C(=O)OCCCCCC)cc1,339
C=Cc1ccc(COCC(CC)O)cc1,319
c1cc(C/C(=N\O)c2ccc(C=C)cc2)ccc1,384
CC(C)COC(=O)c1ccc(C=C)cc1,363
C(OCc1ccccc1C=C)C(C)(C)C,351
C=Cc1ccccc1COC(C)C,361
c1c(COC)ccc(C=C)c1,350
c1c(C(=O)CCCCCCC)ccc(C=C)c1,323
c1(CC(=O)c2ccc(C=C)cc2)ccccc1,351
c1cc(C=C)ccc1C(=O)OCCC,365
c1c(OCCC)ccc(C=C)c1,343
c1(C)ccc(-c2ccc(C=C)cc2)cc1,372
C=Cc1ccc(C(CCCC)=O)cc1,343
